Course,Age at enrollment,Daytime/evening attendance,Area,Caste,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target,Previous Qualification
Other,15,0,Gujarat,Kunval,0,0,0,1,Male,0,12,12.66666667,12.4,0.5,1.79,Enrolled,9
Art,15,1,Delhi,Varma,1,0,0,1,Male,0,13,12.6,12.7,3.7,-1.7,Graduate,9
Sociology,14,1,Tripura,Bhunjwa,1,0,0,1,Male,0,11,11.25,16.2,0.3,-0.92,Dropout,7
Political Science,13,1,Andhra Pradesh,Rathor,1,0,0,1,Female,0,13.57142857,12.16666667,9.4,-0.8,-3.12,Graduate,9
English,15,1,Sikkim,Addi Dirvisa,1,0,0,1,Male,0,14.6,14.2,16.2,0.3,-0.92,Graduate,7
Psychology,10,1,Uttaranchal,Dhobi,0,0,1,1,Female,0,11.83333333,10,16.2,0.3,-0.92,Dropout,9
Physical Education,12,1,Rajasthan,Rawat,0,0,0,1,Female,1,12.625,12.5125,12.7,3.7,-1.7,Graduate,8
Psychology,13,1,Haryana,Slaute,0,0,0,1,Female,0,11.5,12.33333333,16.2,0.3,-0.92,Dropout,9
History,13,1,Delhi,Chetiar,1,0,0,1,Female,0,13.25,10.5,12.7,3.7,-1.7,Graduate,8
Psychology,10,1,Lakshadweep,Vallalam,1,0,0,1,Female,0,12.60625,11.9,12.4,0.5,1.79,Graduate,7
History,14,1,Assam,Kachhi,0,0,1,0,Female,0,13.75,13.2,8.9,1.4,3.51,Dropout,7
Psychology,12,1,Manipur,Naveethm,1,0,0,1,Female,0,13.59833333,11.93333333,11.1,0.6,2.02,Enrolled,6
Political Science,11,1,Rajasthan,Satnami,0,0,0,1,Female,1,11.14285714,12.28571429,16.2,0.3,-0.92,Graduate,7
Psychology,13,1,Nagaland,St,1,0,0,1,Female,0,12.7,12.96818182,13.9,-0.3,0.79,Enrolled,7
Economics,12,1,Gujarat,Manikpuri,1,0,0,1,Female,0,10,11,7.6,2.6,0.32,Dropout,6
Sociology,13,1,Arunachal Pradesh,Muslim/Sayd,1,0,1,1,Female,0,11.66666667,11.5,13.9,-0.3,0.79,Graduate,6
Art,10,1,Pondicherry,Darji (Tailor),0,0,0,1,Female,1,14,13.14285714,11.1,0.6,2.02,Graduate,8
Computer Science,14,1,Pondicherry,Schedule Caste,0,0,0,1,Female,0,0,0,10.8,1.4,1.74,Dropout,9
Psychology,13,1,Goa,Ambalam,1,0,0,1,Female,0,12.04142857,12.04142857,10.8,1.4,1.74,Graduate,7
Physics,13,1,Lakshadweep,Bhil,1,0,0,1,Female,1,0,0,13.9,-0.3,0.79,Graduate,9
Sociology,16,1,Himachal Pradesh,Kahar,0,0,0,1,Female,0,13.76923077,14.58333333,13.9,-0.3,0.79,Graduate,7
Biology,10,1,Tripura,Schedule Caste,0,0,0,1,Female,0,15.44444444,15.30769231,15.5,2.8,-4.06,Graduate,8
Foreign Language,15,1,Arunachal Pradesh,Saildar,1,0,0,1,Female,0,11.5,12.71428571,13.9,-0.3,0.79,Enrolled,7
English,16,1,Jammu & Kashmir,Sachiyar,0,0,0,0,Female,0,10,0,10.8,1.4,1.74,Dropout,6
Foreign Language,11,1,Kerala,Mehra,1,0,0,1,Female,0,12.25,10.33333333,12.7,3.7,-1.7,Dropout,6
Political Science,13,1,Bihar,Bharud,0,0,0,0,Female,0,14.5,15.16666667,10.8,1.4,1.74,Graduate,6
History,14,1,Jharkhand,Vareth,1,0,0,1,Female,0,15.57142857,16.375,12.4,0.5,1.79,Graduate,9
Computer Science,16,1,Delhi,Pallai,0,0,0,1,Female,0,15.57142857,14.71428571,11.1,0.6,2.02,Graduate,7
Chemistry,16,0,Gujarat,Manker,0,0,0,1,Female,0,13.8,12.16666667,9.4,-0.8,-3.12,Graduate,8
Economics,12,1,Pondicherry,Nanda,0,0,1,0,Female,0,10.66666667,14.8,10.8,1.4,1.74,Dropout,9
Political Science,15,1,Meghalaya,Kurmi,1,0,1,1,Female,1,11.6,11.75,8.9,1.4,3.51,Graduate,8
Political Science,16,1,Andhra Pradesh,Rawat,1,0,0,0,Female,0,13,0,9.4,-0.8,-3.12,Dropout,6
Economics,12,1,Karnataka,Reddy,0,0,0,1,Female,0,12,13.625,10.8,1.4,1.74,Graduate,7
Psychology,11,1,Karnataka,Schedule Caste,0,0,1,1,Female,0,12.33333333,12.33333333,7.6,2.6,0.32,Graduate,9
Biology,16,1,Jammu & Kashmir,Panka,0,0,1,1,Female,0,12.875,12.9,16.2,0.3,-0.92,Enrolled,8
Chemistry,12,0,Assam,Thevar,0,0,0,0,Female,0,11,0,12.7,3.7,-1.7,Dropout,8
Biology,10,1,Daman & Diu,Vellar,0,0,1,0,Female,0,12.25,10.5,8.9,1.4,3.51,Dropout,6
Physical Education,16,1,Daman & Diu,Paingam,1,0,0,0,Female,0,0,0,10.8,1.4,1.74,Dropout,9
Political Science,13,1,Rajasthan,Raghuransi,0,0,0,1,Female,1,10.75,11.5,15.5,2.8,-4.06,Enrolled,6
Psychology,11,1,Orissa,Gupta,0,0,0,1,Female,1,13.63,13.63,9.4,-0.8,-3.12,Graduate,6
Art,14,1,West Bengal,Sikhi,1,0,0,1,Female,0,13,11.5,7.6,2.6,0.32,Graduate,6
Psychology,11,1,Arunachal Pradesh,Yadav,1,0,0,1,Female,1,13.53333333,12.22857143,12.4,0.5,1.79,Enrolled,9
Psychology,11,1,Lakshadweep,Gadaria,0,0,0,1,Female,1,16.9,16.37777778,16.2,0.3,-0.92,Graduate,6
Political Science,11,1,Nagaland,Dilai,1,0,0,1,Female,0,12,12,16.2,0.3,-0.92,Graduate,9
Chemistry,16,0,Punjab,Ambalm,1,0,0,1,Female,0,12.5,13.28571429,12.4,0.5,1.79,Graduate,9
Psychology,12,1,Daman & Diu,Yadev,1,0,0,1,Female,0,12.76428571,12.76428571,10.8,1.4,1.74,Graduate,7
Economics,15,1,Lakshadweep,Gomolu,1,0,0,1,Female,1,13.75,12.16666667,13.9,-0.3,0.79,Graduate,7
Physics,14,1,Tamil Nadu,Milala,1,0,1,1,Female,0,0,0,12.4,0.5,1.79,Dropout,6
Psychology,13,1,Orissa,Vallalam,0,0,0,1,Female,1,14.60428571,15.68333333,11.1,0.6,2.02,Graduate,7
Other,13,0,Telangana,Marer,0,0,1,0,Female,0,0,0,16.2,0.3,-0.92,Dropout,7
Chemistry,12,0,Gujarat,Varua,0,0,1,1,Female,1,13.83333333,12.5,9.4,-0.8,-3.12,Graduate,9
Psychology,14,1,Kerala,Dhobi (Washerman),1,0,0,1,Female,1,13.57625,13.57625,9.4,-0.8,-3.12,Graduate,9
Political Science,13,1,Karnataka,Muslim/Sayd,1,0,0,1,Female,1,15.14285714,15.83333333,12.7,3.7,-1.7,Graduate,7
Economics,12,1,Maharashtra,Vinta,0,0,0,1,Female,0,10.66666667,11.6,7.6,2.6,0.32,Graduate,6
Political Science,10,1,Ladakh,Mooppar,1,0,0,1,Female,0,11.2,12,9.4,-0.8,-3.12,Graduate,8
Psychology,11,1,Andaman & Nicobar Islands,St,1,0,0,1,Female,0,13.76375,13.76375,9.4,-0.8,-3.12,Graduate,7
History,12,1,Haryana,"Badai (Khati, Carpenter)",1,0,1,1,Female,0,13.25,12.2,8.9,1.4,3.51,Enrolled,6
Political Science,11,1,Kerala,Thakur,0,0,0,1,Female,1,10.71428571,12.2,12.7,3.7,-1.7,Graduate,6
Political Science,16,1,Andaman & Nicobar Islands,Ahir,1,0,1,1,Female,0,12.16666667,11.66666667,9.4,-0.8,-3.12,Graduate,9
Psychology,12,1,Meghalaya,Milala,1,0,0,1,Female,0,14.35714286,14.35714286,7.6,2.6,0.32,Graduate,9
Music,15,1,Jharkhand,Ambalm,1,0,0,1,Female,0,12.83333333,12.66666667,16.2,0.3,-0.92,Graduate,8
Psychology,13,1,Pondicherry,Yadav,1,0,0,1,Female,0,13.92571429,13.92571429,10.8,1.4,1.74,Graduate,6
Other,12,0,Nagaland,Vashnav,0,0,0,1,Female,0,12,11,10.8,1.4,1.74,Dropout,8
Psychology,11,1,Mizoram,Pr/Sc,1,0,0,1,Female,0,13.44285714,13.74444444,16.2,0.3,-0.92,Graduate,7
Geography,16,1,Haryana,Bania,1,0,0,1,Male,0,16,0,9.4,-0.8,-3.12,Dropout,6
Biology,16,1,Telangana,Kalar,1,0,0,1,Male,0,13.125,13.2,16.2,0.3,-0.92,Graduate,7
Art,11,1,Jharkhand,Kumrawat,0,0,0,1,Male,0,0,0,15.5,2.8,-4.06,Dropout,9
Other,11,0,Jammu & Kashmir,Ahir,0,0,0,0,Male,0,11.4,11,10.8,1.4,1.74,Dropout,8
Computer Science,15,1,Daman & Diu,Manigaicr,0,0,0,0,Male,0,11,11.66666667,9.4,-0.8,-3.12,Dropout,7
Geography,10,1,Manipur,Goundel,0,0,0,1,Male,0,11,10,13.9,-0.3,0.79,Enrolled,9
History,12,1,Chandigarh,Kunval,1,0,0,1,Female,0,13.66666667,13,16.2,0.3,-0.92,Graduate,9
Other,16,0,Haryana,Gadaria,0,0,0,0,Female,0,11.75,10,12.7,3.7,-1.7,Dropout,9
Foreign Language,15,1,Lakshadweep,Dhanvar,0,0,0,1,Female,0,10,13,16.2,0.3,-0.92,Dropout,9
Political Science,12,1,Gujarat,Yadav,0,0,0,1,Female,1,13.5,12.83333333,11.1,0.6,2.02,Graduate,9
Political Science,15,1,Delhi,Pantaram,1,0,1,1,Female,0,0,0,12.4,0.5,1.79,Dropout,7
Art,16,1,Jammu & Kashmir,Nadar,1,0,1,1,Female,0,12,11,8.9,1.4,3.51,Enrolled,8
Foreign Language,14,1,Chhattisgarh,Manker,1,0,0,0,Female,0,13,11.8,9.4,-0.8,-3.12,Dropout,8
Sociology,12,1,Goa,Chawhan,1,0,0,1,Female,0,14.83333333,16,11.1,0.6,2.02,Graduate,7
Music,14,1,Telangana,Dilai,1,0,0,1,Female,0,11.83333333,12.85714286,15.5,2.8,-4.06,Graduate,7
Art,16,1,Uttar Pradesh,Thakur,1,1,0,1,Female,1,12,12.33333333,11.1,0.6,2.02,Graduate,9
Political Science,12,1,Uttar Pradesh,Munaliar,1,0,0,1,Female,0,12.75,11.33333333,7.6,2.6,0.32,Graduate,9
History,15,1,Jharkhand,Basod,1,0,0,1,Female,0,0,14.75,12.7,3.7,-1.7,Enrolled,9
Computer Science,11,1,Uttar Pradesh,Padaychi,1,0,0,1,Female,1,0,10,11.1,0.6,2.02,Dropout,9
Political Science,13,1,Bihar,Chipa,1,0,0,1,Female,0,12,12.85714286,11.1,0.6,2.02,Graduate,8
Physical Education,10,1,Ladakh,Van Nair,1,0,0,1,Female,0,11.67777778,13.8,12.7,3.7,-1.7,Graduate,8
Psychology,16,1,Karnataka,Adiwari,1,0,0,1,Female,1,13.6,13.6,12.7,3.7,-1.7,Graduate,8
History,12,1,Pondicherry,Kol,1,0,0,1,Female,0,16,15.875,12.4,0.5,1.79,Graduate,7
Political Science,11,1,Gujarat,Dhanvar,1,0,0,1,Female,0,11.8,11.5,7.6,2.6,0.32,Graduate,6
Geography,14,1,Chandigarh,Akamow Door,0,0,1,1,Male,0,0,14,13.9,-0.3,0.79,Dropout,6
Music,16,1,West Bengal,Marer,0,0,0,1,Male,0,0,0,12.4,0.5,1.79,Dropout,8
Foreign Language,10,1,Tamil Nadu,Padaiachi,0,0,1,1,Female,1,16.14285714,16.2,9.4,-0.8,-3.12,Graduate,7
Psychology,16,1,Sikkim,Padaiachi,1,0,0,1,Female,1,11.78571429,11.78571429,12.7,3.7,-1.7,Graduate,8
Psychology,11,1,Nagaland,Sanyasi,1,0,0,1,Female,1,13.42375,13.42375,9.4,-0.8,-3.12,Graduate,8
Art,14,1,Andhra Pradesh,Brahmin,0,0,0,1,Female,0,12.5,14.16666667,11.1,0.6,2.02,Graduate,9
Psychology,16,1,Dadra & Nagar Haveli,M.B.C.,1,0,0,1,Female,1,12.46428571,12.46428571,10.8,1.4,1.74,Graduate,6
Other,12,0,Punjab,Monchi,0,0,1,1,Female,0,12.375,12.6,8.9,1.4,3.51,Enrolled,9
Art,10,1,Delhi,Mooppar,0,0,0,1,Female,0,10,0,10.8,1.4,1.74,Dropout,9
Music,14,1,Mizoram,Tshima Miar,0,0,0,1,Female,0,12.6,12.42857143,15.5,2.8,-4.06,Enrolled,6
Economics,12,1,Mizoram,Gujar,1,0,0,1,Female,0,12.6,12.4,16.2,0.3,-0.92,Graduate,9
Economics,11,1,Sikkim,Sahu (Oilman),1,0,0,1,Female,0,10,12,7.6,2.6,0.32,Dropout,9
Foreign Language,13,1,Dadra & Nagar Haveli,Raghuransi,0,0,0,1,Female,0,0,0,8.9,1.4,3.51,Dropout,7
Other,12,0,Chhattisgarh,Dhoby,0,0,0,1,Female,0,11.6,12.33333333,12.4,0.5,1.79,Graduate,8
Sociology,15,1,Manipur,Vasudev,1,0,0,1,Female,0,12.16666667,13.5,11.1,0.6,2.02,Graduate,8
Art,10,1,Telangana,Julaha,1,0,0,1,Female,0,13.6,12.66666667,11.1,0.6,2.02,Graduate,7
Economics,14,1,Chhattisgarh,Nadar,0,0,0,0,Female,0,12.5,11.8,9.4,-0.8,-3.12,Dropout,7
Chemistry,13,0,Karnataka,Lodhi,0,0,0,1,Male,1,12.25,11.5,12.4,0.5,1.79,Enrolled,9
Political Science,11,1,Madhya Pradesh,Addi Dirvisa,1,0,0,1,Female,1,11.71428571,12.625,13.9,-0.3,0.79,Graduate,8
Music,13,1,Goa,Brahmin,1,0,0,1,Male,1,13.5,13,16.2,0.3,-0.92,Graduate,9
Psychology,15,1,Dadra & Nagar Haveli,Goad,1,0,0,1,Male,1,13.02428571,13.02428571,10.8,1.4,1.74,Graduate,9
Sociology,10,1,Uttaranchal,Bhunjwa,1,0,0,0,Male,0,0,0,9.4,-0.8,-3.12,Dropout,7
Geography,15,1,Sikkim,Gomolu,0,0,0,1,Male,1,17.33333333,18.57142857,12.4,0.5,1.79,Graduate,9
Art,13,1,Kerala,Raghuransi,0,0,0,1,Male,1,11,11.5,9.4,-0.8,-3.12,Graduate,6
Foreign Language,15,1,Rajasthan,Bhil,1,0,0,1,Male,0,13.66666667,12.5,12.4,0.5,1.79,Dropout,7
English,15,1,Punjab,Kahar,1,0,0,1,Male,1,11.375,13.8,7.6,2.6,0.32,Enrolled,8
Political Science,13,1,West Bengal,Pillaimor,0,0,0,1,Male,0,12.83333333,11.83333333,10.8,1.4,1.74,Graduate,8
Music,13,1,Maharashtra,Kewet,1,0,0,1,Male,0,12.6,11.5,7.6,2.6,0.32,Graduate,9
Psychology,15,1,Nagaland,Rautasvam,1,0,0,1,Male,0,14.33333333,13.77142857,11.1,0.6,2.02,Graduate,6
Geography,10,1,Maharashtra,Satnami,0,0,0,1,Male,1,13.5,13.625,11.1,0.6,2.02,Enrolled,8
Psychology,15,1,Sikkim,Kachhi,0,0,0,1,Male,0,14.28571429,14.28571429,12.7,3.7,-1.7,Graduate,6
Biology,13,1,West Bengal,Dhobi,0,0,0,1,Male,0,11.75,10,13.9,-0.3,0.79,Dropout,8
Geography,13,1,Andaman & Nicobar Islands,Manker,1,0,0,1,Male,0,14.8,17.6,8.9,1.4,3.51,Graduate,7
Biology,11,1,Himachal Pradesh,Jhhimmer,0,0,1,0,Male,0,0,0,12.4,0.5,1.79,Dropout,9
Chemistry,14,0,Punjab,Munaliar,0,0,0,1,Male,0,10,0,16.2,0.3,-0.92,Dropout,8
Art,15,1,Chhattisgarh,Harjan,1,0,0,1,Male,0,0,0,7.6,2.6,0.32,Dropout,6
Psychology,11,1,Ladakh,Sain,0,0,0,1,Male,0,12.6,12.38,12.4,0.5,1.79,Dropout,7
Other,16,0,Karnataka,Jain,1,0,0,1,Male,0,12.42857143,11.8,7.6,2.6,0.32,Graduate,9
Sociology,14,1,Sikkim,Paraiyar,1,0,0,1,Male,0,10,12,9.4,-0.8,-3.12,Enrolled,9
Economics,16,1,Himachal Pradesh,Nadar,0,0,0,1,Male,0,12.33333333,0,8.9,1.4,3.51,Dropout,7
Sociology,12,1,Pondicherry,Jhhimmer,1,0,0,0,Male,0,0,0,8.9,1.4,3.51,Dropout,6
Physics,12,1,Goa,Kamalar,0,0,1,1,Male,0,0,0,15.5,2.8,-4.06,Graduate,9
Art,14,1,Andhra Pradesh,Gahatra,0,0,1,1,Male,0,12.1,13.33333333,11.1,0.6,2.02,Graduate,8
Music,12,1,Meghalaya,Chettiar,1,0,0,1,Female,1,14.71428571,15,13.9,-0.3,0.79,Graduate,8
Music,11,1,Assam,Satnami,1,0,0,1,Female,0,12.66666667,12.83333333,12.7,3.7,-1.7,Graduate,6
Biology,12,1,Bihar,Chawhan,0,0,0,1,Female,1,14.38461538,13.3,8.9,1.4,3.51,Graduate,8
Economics,12,1,Meghalaya,Mehra,1,0,0,1,Female,1,13.4,12.2,12.7,3.7,-1.7,Graduate,6
Psychology,12,1,Manipur,Basod,1,0,0,1,Female,0,13.31428571,13.31428571,12.7,3.7,-1.7,Graduate,6
Psychology,14,1,Ladakh,Nanda,1,0,0,1,Female,0,11.98857143,11.98857143,10.8,1.4,1.74,Graduate,7
Economics,12,1,Bihar,Varma,1,0,0,1,Female,0,11.54545455,12.88888889,8.9,1.4,3.51,Graduate,9
History,16,1,Uttaranchal,Teli,1,0,0,1,Female,1,16.46153846,13.875,15.5,2.8,-4.06,Graduate,8
Music,13,1,Punjab,Baba,1,0,0,1,Female,1,13.66666667,12.83333333,10.8,1.4,1.74,Graduate,6
Psychology,16,1,Chhattisgarh,Dhoby,1,0,0,1,Female,0,12.65,13.41111111,16.2,0.3,-0.92,Dropout,6
Art,13,1,Andhra Pradesh,Panka,1,0,0,1,Female,0,12.33333333,12,13.9,-0.3,0.79,Enrolled,7
Psychology,16,1,Jharkhand,Baba,1,0,0,1,Female,0,14.37,14.65,12.4,0.5,1.79,Graduate,9
History,14,1,Sikkim,Varua,1,0,0,1,Female,0,12,11.75,9.4,-0.8,-3.12,Enrolled,9
Music,16,1,Arunachal Pradesh,Gujar,1,0,0,0,Female,1,12,10.66666667,7.6,2.6,0.32,Dropout,9
Sociology,16,1,Goa,Pathan,0,0,0,1,Female,1,12,11,10.8,1.4,1.74,Dropout,7
Foreign Language,12,1,Ladakh,Chipa,1,0,0,1,Female,0,12.6,11.2,10.8,1.4,1.74,Graduate,7
Political Science,11,1,Punjab,Sowrstra,0,0,1,1,Female,0,12.16666667,12.33333333,10.8,1.4,1.74,Graduate,9
Foreign Language,15,1,Gujarat,Baba,1,0,0,1,Female,0,13.5,14,11.1,0.6,2.02,Enrolled,9
Psychology,14,1,Kerala,Cristan,1,0,0,1,Female,1,13.76375,13.76375,9.4,-0.8,-3.12,Graduate,9
Physical Education,16,1,Karnataka,Kalra,1,0,0,1,Female,1,12.4,12.8,11.1,0.6,2.02,Graduate,9
Economics,14,1,Arunachal Pradesh,Harjan,1,0,0,1,Female,0,10.66666667,12,13.9,-0.3,0.79,Enrolled,8
Psychology,11,1,Jharkhand,Sarathe,1,0,0,1,Female,0,14.33333333,14.33333333,7.6,2.6,0.32,Graduate,6
History,14,1,Bihar,Chawhan,1,0,0,1,Female,0,12.5,12.66666667,11.1,0.6,2.02,Enrolled,9
Sociology,16,1,Daman & Diu,Pr/Sc,1,0,1,0,Female,0,10,0,7.6,2.6,0.32,Dropout,9
Psychology,10,1,Tripura,Muredhia,1,0,0,1,Female,0,14.69625,14.62222222,12.4,0.5,1.79,Graduate,9
History,11,1,Sikkim,Muddim,0,0,0,1,Female,0,11.5,13.75,11.1,0.6,2.02,Enrolled,7
Physical Education,11,1,Andhra Pradesh,Jaiswal,0,0,0,1,Female,1,12.85555556,13.9125,12.7,3.7,-1.7,Graduate,6
Psychology,16,1,Manipur,Savaria Goad,0,0,0,1,Female,0,13.7,13.99444444,11.1,0.6,2.02,Graduate,7
Computer Science,10,1,Uttaranchal,Cristan,0,0,0,0,Female,0,0,12,10.8,1.4,1.74,Dropout,7
Political Science,12,1,Dadra & Nagar Haveli,Bhaina,1,0,0,1,Female,0,11.2,12,16.2,0.3,-0.92,Enrolled,7
Psychology,11,1,Chhattisgarh,Dhanvar,0,0,0,1,Female,0,13.28571429,13.33333333,16.2,0.3,-0.92,Graduate,9
Foreign Language,14,1,Assam,Gomolu,1,0,0,1,Female,0,13,10.4,7.6,2.6,0.32,Enrolled,8
Psychology,13,1,Andaman & Nicobar Islands,Dhimer,0,0,0,1,Female,1,12.6,11.68571429,12.4,0.5,1.79,Enrolled,9
Economics,15,1,Punjab,Umblar,1,0,1,0,Female,1,12.8,12,11.1,0.6,2.02,Enrolled,7
Computer Science,16,1,Tripura,Sudre,1,0,0,1,Female,0,11.5,11,15.5,2.8,-4.06,Dropout,9
Psychology,11,1,Telangana,Ambacam,1,0,0,1,Female,1,11.4,11.4,10.8,1.4,1.74,Graduate,7
Political Science,12,1,West Bengal,Dilai,0,0,0,1,Female,1,12.33333333,11.33333333,13.9,-0.3,0.79,Graduate,8
Music,10,1,Goa,Sc/Pl,1,0,0,1,Female,0,12.8,12.2,10.8,1.4,1.74,Graduate,9
History,10,1,Maharashtra,Vasudev,1,0,0,1,Female,1,12,15,12.7,3.7,-1.7,Graduate,7
Foreign Language,15,1,Pondicherry,Othei,1,0,0,1,Female,1,13,13.5,9.4,-0.8,-3.12,Graduate,8
English,13,1,Lakshadweep,Mehra,1,0,1,0,Female,1,11.83333333,11,12.7,3.7,-1.7,Dropout,7
History,14,1,Jammu & Kashmir,Brahmin,1,0,0,1,Female,0,14,13.33333333,8.9,1.4,3.51,Graduate,9
Music,11,1,Manipur,Van Nair,1,0,0,1,Female,1,12.33333333,13.5,16.2,0.3,-0.92,Graduate,8
Psychology,15,1,Andhra Pradesh,Vinta,1,0,0,1,Female,1,13.04,12.5,12.4,0.5,1.79,Enrolled,6
History,14,1,West Bengal,M.B.C.,1,0,1,0,Female,0,13.16666667,13.33333333,8.9,1.4,3.51,Enrolled,8
History,12,1,Daman & Diu,Gupta,1,0,0,1,Female,1,12.5,12.83333333,8.9,1.4,3.51,Graduate,9
Physics,13,1,Rajasthan,Asrai,1,0,0,1,Female,0,0,0,10.8,1.4,1.74,Graduate,9
Psychology,14,1,Tripura,Kallar,1,0,0,1,Female,0,15.65714286,15.65714286,12.7,3.7,-1.7,Graduate,7
English,11,1,Uttaranchal,Muslim/Sayd,0,0,0,1,Female,0,12.16666667,11.33333333,12.7,3.7,-1.7,Graduate,6
Foreign Language,11,1,Haryana,Munaliar,1,0,0,1,Female,0,0,0,10.8,1.4,1.74,Dropout,7
Political Science,13,1,Jammu & Kashmir,Reddy,0,0,0,1,Female,1,10.6,11.16666667,11.1,0.6,2.02,Enrolled,9
History,16,1,Tripura,Asrai,0,0,0,1,Female,0,13.42857143,12.66666667,13.9,-0.3,0.79,Enrolled,8
Music,12,1,Orissa,Basade,0,0,0,1,Female,0,11.75,0,7.6,2.6,0.32,Dropout,9
Sociology,13,1,Dadra & Nagar Haveli,Nisad,0,0,1,0,Male,0,0,0,15.5,2.8,-4.06,Dropout,7
Physics,15,1,Madhya Pradesh,Van Nair,0,0,0,0,Male,0,0,0,10.8,1.4,1.74,Dropout,7
Geography,13,1,Jammu & Kashmir,Basod,0,0,0,0,Male,0,0,0,15.5,2.8,-4.06,Dropout,6
Geography,15,1,Sikkim,Vijmar,0,0,0,1,Male,0,13,0,8.9,1.4,3.51,Dropout,8
Psychology,13,1,Mizoram,Sanyasi,1,0,0,1,Male,1,13.33142857,13.33142857,10.8,1.4,1.74,Graduate,8
English,11,1,Uttaranchal,Velalar,0,0,0,1,Male,0,0,0,12.4,0.5,1.79,Dropout,9
Physics,10,1,Pondicherry,Cheetamdr,1,0,0,1,Male,0,0,0,12.4,0.5,1.79,Graduate,9
Psychology,10,1,Lakshadweep,B.C.,0,0,0,1,Male,0,13.7,13.7,7.6,2.6,0.32,Graduate,6
Art,14,1,Uttar Pradesh,Sachiyar,0,0,1,0,Male,0,0,0,9.4,-0.8,-3.12,Dropout,9
Geography,14,1,Chandigarh,Chipa,1,0,0,1,Male,0,13.45454545,13.875,11.1,0.6,2.02,Dropout,9
Psychology,14,1,Punjab,Baba,1,0,0,1,Male,0,12.2,12.2,12.7,3.7,-1.7,Graduate,9
Economics,15,1,Chandigarh,Dhoby,1,0,0,1,Male,0,10,11,12.7,3.7,-1.7,Dropout,6
Art,11,1,Andhra Pradesh,Nadar,0,0,0,1,Male,1,13,12.85714286,8.9,1.4,3.51,Graduate,8
Chemistry,16,0,Mizoram,Slaute,0,0,0,1,Male,0,12,14,11.1,0.6,2.02,Graduate,9
Psychology,15,1,Chandigarh,Iyar,0,0,0,1,Male,0,15.02857143,15.02857143,12.7,3.7,-1.7,Graduate,6
Political Science,16,1,Orissa,Sain,0,0,0,1,Male,0,12,11.71428571,15.5,2.8,-4.06,Graduate,8
Music,12,1,Dadra & Nagar Haveli,Asrai,1,0,0,1,Male,0,12,12.4,9.4,-0.8,-3.12,Graduate,9
Physical Education,11,1,Himachal Pradesh,Yadev,0,0,0,0,Male,0,13.66666667,11.33333333,10.8,1.4,1.74,Dropout,8
Physics,11,1,Bihar,Soni (Sunar),0,0,0,1,Male,0,0,0,13.9,-0.3,0.79,Dropout,8
Economics,12,1,Chandigarh,Yadev,1,0,0,1,Male,0,12,12.5,15.5,2.8,-4.06,Enrolled,6
Physics,12,1,Kerala,"Badai (Khati, Carpenter)",1,0,0,1,Male,1,0,0,10.8,1.4,1.74,Graduate,8
English,13,1,Uttaranchal,Vijmar,1,0,1,0,Male,0,14,0,9.4,-0.8,-3.12,Dropout,6
Political Science,13,1,Bihar,Nanda,0,0,0,1,Male,0,0,0,11.1,0.6,2.02,Dropout,8
Physical Education,14,1,Orissa,Rajput,1,0,0,1,Male,0,12.375,12.58333333,8.9,1.4,3.51,Graduate,8
Psychology,10,1,Uttar Pradesh,Sai Teli,1,0,0,0,Male,0,0,0,16.2,0.3,-0.92,Dropout,8
Biology,11,1,Madhya Pradesh,Gomolu,1,0,0,1,Male,0,11.42105263,11.07692308,15.5,2.8,-4.06,Graduate,9
Psychology,10,1,West Bengal,Soni (Sunar),1,0,0,1,Male,0,13.35,13.35,7.6,2.6,0.32,Graduate,7
English,13,1,Nagaland,Mehteer,1,0,0,1,Male,1,15,16,15.5,2.8,-4.06,Graduate,6
Computer Science,14,1,Jammu & Kashmir,Banjara,1,0,0,1,Male,0,10.5,0,12.7,3.7,-1.7,Dropout,6
Computer Science,11,1,Mizoram,Gada,1,0,0,0,Male,0,0,0,10.8,1.4,1.74,Dropout,8
Economics,12,1,Karnataka,Gahatra,1,0,0,1,Male,0,13.25,11.83333333,13.9,-0.3,0.79,Graduate,7
Geography,11,1,Kerala,Jasodi,1,0,0,1,Male,0,0,0,7.6,2.6,0.32,Dropout,6
History,13,1,Arunachal Pradesh,Pillai,1,0,0,1,Male,0,11.5,10.6,10.8,1.4,1.74,Enrolled,6
Psychology,11,1,Pondicherry,Paraiyar,1,0,0,1,Female,1,13.88125,13.88125,9.4,-0.8,-3.12,Graduate,6
Sociology,13,1,Andhra Pradesh,Gadaria,1,0,0,1,Female,0,11.33333333,12.6,9.4,-0.8,-3.12,Graduate,9
Physics,15,1,Punjab,Ahir,1,0,1,1,Female,0,0,0,16.2,0.3,-0.92,Dropout,6
Political Science,10,1,Punjab,Pantaram,1,0,0,1,Female,0,12.85714286,13.66666667,13.9,-0.3,0.79,Graduate,6
Music,14,1,Punjab,Thevar,1,0,1,1,Female,0,11.6,12.5,8.9,1.4,3.51,Graduate,7
Sociology,13,1,Jharkhand,Kewamkat,1,0,0,1,Female,1,11.4,11.33333333,12.4,0.5,1.79,Graduate,9
